Known	Ascertainment	GeneID	HGNC	EntrezID	CytoBand	ExACpLI	LOEUFbin	Arisk	ForecASD	ASDdnSignif	ASDNDDdnSignif	SFARICategory	SFARIScore	DDDCategory	DDDAllelic	DDDMutCons	DDDOrgan
.	TDT	ENSG00000143702	CEP170	9859	1q43	.	0	0.556439682183429	0.286	.	.	.	.	.	.	.	.
.	TDT	ENSG00000175175	PPM1E	22843	17q22	0.973416928914191	1	0.56323644300702	0.426	.	.	.	.	.	.	.	.
.	TDT	ENSG00000101096	NFATC2	4773	20q13.2	0.99925103106598	0	0.0721230040899159	0.034	.	.	.	.	.	.	.	.
.	TDT	ENSG00000096384	HSP90AB1	3326	6p21.1	0.99529931563779	0	0.428137926138737	0.366	.	.	.	.	.	.	.	.
.	TDT	ENSG00000146267	FAXC	84553	6q16.2	0.872413322160328	1	0.442164756913145	0.184	.	.	.	.	.	.	.	.
.	TDT	ENSG00000138758	SEPT11	55752	4q21.1	0.68190156444561	1	0.489442065375344	0.244	.	.	.	.	.	.	.	.
x	TDT	ENSG00000196220	SRGAP3	9901	3p25.3	0.999997750223865	0	0.73632930842558	0.982	.	.	Rare Single Gene Mutation	3	possible	monoallelic	loss of function	Brain/Cognition
.	TDT	ENSG00000126583	PRKCG	5582	19q13.42	0.999823679633206	0	0.111211951500292	0.504	.	.	.	.	.	.	.	.
.	TDT	ENSG00000114166	KAT2B	8850	3p24.3	0.998926901286195	1	0.452988856172684	0.630434782608696	.	.	Rare Single Gene Mutation	2	.	.	.	.
.	TDT	ENSG00000079785	DDX1	1653	2p24.3	0.998606607070136	1	0.710126497265694	0.142	.	.	.	.	.	.	.	.
.	TDT	ENSG00000113194	FAF2	23197	5q35.2	0.998046615446585	0	0.512152591087008	0.248	.	.	.	.	.	.	.	.
.	TDT	ENSG00000171603	CLSTN1	22883	1p36.22	0.844214450133216	1	0.802154397382667	0.482	.	.	.	.	.	.	.	.
.	TDT	ENSG00000140350	ANP32A	8125	15q23	0.973870035856712	0	0.543242376090147	0.528	.	.	.	.	.	.	.	.
.	TDT	ENSG00000149658	YTHDF1	54915	20q13.33	0.983709938969743	0	0.260672800347214	0.192	.	.	.	.	.	.	.	.
x	TDT	ENSG00000171735	CAMTA1	23261	1p36.23-p36.31	0.999999955418418	0	0.563268234982607	0.596	.	.	.	.	probable	monoallelic	loss of function	Brain/Cognition
.	TDT	ENSG00000113758	DBN1	1627	5q35.3	0.962685618555225	0	0.494810219706736	0.172	.	.	.	.	.	.	.	.
.	TDT	ENSG00000124140	SLC12A5	57468	20q13.12	0.999987272496915	0	0.635475123466638	0.594	.	.	Rare Single Gene Mutation	2	possible	biallelic	loss of function	Brain/Cognition
.	TDT	ENSG00000173611	SCAI	286205	9q33.3	0.999445289317284	0	0.703575966433547	0.194	.	.	.	.	.	.	.	.
.	TDT	ENSG00000136504	KAT7	11143	17q21.33	0.999956770504954	0	0.518654328433886	0.358078602620087	.	.	.	.	.	.	.	.
.	TDT	ENSG00000125772	GPCPD1	56261	20p12.3	0.125571598748616	1	0.450194274139161	0.246	.	.	.	.	.	.	.	.
.	TDT	ENSG00000137817	PARP6	56965	15q23	0.997418877545242	0	0.427170160102464	0.25	.	.	.	.	.	.	.	.
.	TDT	ENSG00000165219	GAPVD1	26130	9q33.3	0.999999871594819	0	0.326988320655207	0.684	.	.	.	.	.	.	.	.
.	TDT	ENSG00000186260	MRTFB	57496	16p13.12	0.999938115504898	0	0.331053014690281	0.516	.	.	Rare Single Gene Mutation, Genetic Association	3	.	.	.	.
.	TDT	ENSG00000157212	PAXIP1	22976	7q36.2	0.999932438035634	0	0.249699938652119	0.492	.	.	.	.	.	.	.	.
.	TDT	ENSG00000126461	SCAF1	58506	19q13.33	0.998787538768532	0	0.190353144113029	0.276	.	.	.	.	.	.	.	.
.	TDT	ENSG00000187231	SESTD1	91404	2q31.2	0.989112552502484	0	0.833724578348436	0.438	.	.	.	.	.	.	.	.
.	Denovo	ENSG00000147654	EBAG9	9166	8q23.2	0.717057362958321	3	0.159944888978976	0.166	.	.	.	.	.	.	.	.
.	TDT	ENSG00000175216	CKAP5	9793	11p11.2	0.99999999753418	0	0.355902267643668	0.116	.	.	.	.	.	.	.	.
.	TDT	ENSG00000082641	NFE2L1	4779	17q21.32	0.998123949191488	0	0.402729148469402	0.128	.	.	.	.	.	.	.	.
.	TDT	ENSG00000124507	PACSIN1	29993	6p21.31	0.991339222233708	0	0.151195576392993	0.26	.	.	.	.	.	.	.	.
.	TDT	ENSG00000163781	TOPBP1	11073	3q22.1	0.999999933511461	0	0.343689181873846	0.133047210300429	.	.	.	.	.	.	.	.
.	TDT	ENSG00000173933	RBM4	5936	11q13.2	0.943908956686511	0	0.442452239013364	0.204	.	.	.	.	.	.	.	.
.	TDT	ENSG00000196365	LONP1	9361	19p13.3	0.999697932788122	0	0.17916212524314	0.0901287553648069	.	.	.	.	probable	biallelic	all missense/in frame	Skeleton,Brain/Cognition,GI tract,Ear,Genitalia,Heart/Cardiovasculature/Lymphatic
.	TDT	ENSG00000161021	MAML1	9794	5q35.3	0.998362055817934	0	0.308884151716452	0.72	.	.	.	.	.	.	.	.
.	TDT	ENSG00000152092	ASTN1	460	1q25.2	0.999415997291979	0	0.371403494471407	0.336	.	.	.	.	.	.	.	.
x	TDT	ENSG00000165671	NSD1	64324	5q35.3-q35.2	0.999999999179163	0	0.557785273139471	0.472	.	.	Rare Single Gene Mutation, Syndromic	1	confirmed	monoallelic	loss of function|uncertain	Face,Skeleton,Brain/Cognition
.	TDT	ENSG00000121892	PDS5A	23244	4p14	0.999852920422859	0	0.422996802024922	0.714	.	.	.	.	.	.	.	.
.	TDT	ENSG00000137502	RAB30	27314	11q14.1	0.959123959685969	1	0.490395613887871	0.166	.	.	.	.	.	.	.	.
.	TDT	ENSG00000126070	AGO3	192669	1p34.3	0.999998843614557	0	0.147893901357611	0.21	.	.	Rare Single Gene Mutation	3	.	.	.	.
.	TDT	ENSG00000138802	SEC24B	10427	4q25	0.999867447443696	0	0.183085575122028	0.25	.	.	.	.	.	.	.	.
.	TDT	ENSG00000157227	MMP14	4323	14q11.2	0.987123657228178	0	0.0646311011526814	0.014	.	.	.	.	possible	biallelic	all missense/in frame	Skeleton
.	TDT	ENSG00000126804	ZBTB1	22890	14q23.3	0.973423963579882	0	0.142371803950346	0.462	.	.	.	.	.	.	.	.
.	TDT	ENSG00000082153	BZW1	9689	2q33.1	0.744805846771698	1	0.530898896592067	0.242	.	.	.	.	.	.	.	.
x	Denovo,TDT	ENSG00000112640	PPP2R5D	5528	6p21.1	0.997520078948917	0	0.379987386197015	0.802	x	x	Rare Single Gene Mutation, Syndromic	1	confirmed	monoallelic	dominant negative	Brain/Cognition
.	TDT	ENSG00000105723	GSK3A	2931	19q13.2	0.997436755748489	0	0.20677632844922	0.398	.	.	.	.	.	.	.	.
.	TDT	ENSG00000138336	TET1	80312	10q21.3	0.9995632776113	0	0.303935575515132	0.0391304347826087	.	.	.	.	.	.	.	.
.	TDT	ENSG00000083799	CYLD	1540	16q12.1	0.994720107012035	0	0.572091006114877	0.236	.	.	.	.	.	.	.	.
.	TDT	ENSG00000138650	PCDH10	57575	4q28.3	0.894430213447045	1	0.79007889930904	0.384	.	.	Rare Single Gene Mutation	3	.	.	.	.
.	TDT	ENSG00000165650	PDZD8	118987	10q26.11-q25.3	0.997263557407283	0	0.220220273680256	0.034	.	.	.	.	.	.	.	.
x	Denovo,TDT	ENSG00000136928	GABBR2	9568	9q22.33	0.999790262521872	0	0.797440703173386	0.542	.	x	Rare Single Gene Mutation, Syndromic, Functional	3S	probable	monoallelic	all missense/in frame	Brain/Cognition
x	TDT	ENSG00000105568	PPP2R1A	5518	19q13.41	0.719603752889923	1	0.646554444714193	0.286	.	.	.	.	confirmed	monoallelic	dominant negative	Brain/Cognition
.	TDT	ENSG00000111679	PTPN6	5777	12p13.31	0.999911914896819	0	0.105491333994897	0.15	.	.	.	.	.	.	.	.
x	TDT	ENSG00000115306	SPTBN1	6711	2p16.2	0.999999999947367	0	0.75263095300591	0.53	.	.	.	.	probable	monoallelic	loss of function	
.	TDT	ENSG00000138696	BMPR1B	658	4q22.3	0.991704371391891	0	0.0871521738464632	0.056	.	.	.	.	confirmed	biallelic	loss of function	Skeleton
.	TDT	ENSG00000104824	HNRNPL	3191	19q13.2	0.945068590001273	0	0.358783469805318	0.138	.	.	.	.	.	.	.	.
.	TDT	ENSG00000092969	TGFB2	7042	1q41	0.9891155078203	0	0.115865283242261	0.176	.	.	.	.	both RD and IF	monoallelic	loss of function	Heart/Cardiovasculature/Lymphatic
.	TDT	ENSG00000114857	NKTR	4820	3p22.1	0.991877509743874	1	0.820572683381324	0.22	.	.	.	.	.	.	.	.
.	TDT	ENSG00000143952	VPS54	51542	2p14	0.949816739802316	0	0.248688063519835	0.788	.	.	.	.	.	.	.	.
.	TDT	ENSG00000125755	SYMPK	8189	19q13.32	0.997278492187137	0	0.100820775751607	0.152	.	.	.	.	.	.	.	.
.	TDT	ENSG00000167614	TTYH1	57348	19q13.42	0.998439974081688	0	0.142073581624629	0.08	.	.	.	.	.	.	.	.
.	TDT	ENSG00000204256	BRD2	6046	6p21.32	0.999530880243209	0	.	0.814	.	.	.	.	.	.	.	.
.	Denovo	ENSG00000117305	HMGCL	3155	1p36.11	0.00256252926835471	6	0.263221696018277	0.112	.	.	.	.	confirmed	biallelic	loss of function	Endocrine/Metabolic,Brain/Cognition
.	TDT	ENSG00000144893	MED12L	116931	3q25.1	0.99999927637145	0	0.246983343101201	0.296	.	.	Rare Single Gene Mutation, Syndromic	3S	.	.	.	.
x	Denovo	ENSG00000055609	KMT2C	58508	7q36.1	0.999999999999997	0	0.786727470427378	0.401129943502825	x	x	Rare Single Gene Mutation, Syndromic	1	probable	monoallelic	loss of function	
.	TDT	ENSG00000124571	XPO5	57510	6p21.1	0.999999368728011	0	0.357098887158656	0.684	.	.	.	.	.	.	.	.
x	Denovo,TDT	ENSG00000197102	DYNC1H1	1778	14q32.31	1	0	0.545021978532681	0.698	x	x	Rare Single Gene Mutation, Syndromic	2	confirmed	monoallelic	all missense/in frame	Brain/Cognition
.	TDT	ENSG00000198836	OPA1	4976	3q29	0.994351455893758	1	0.429408862083233	0.232	.	.	.	.	.	.	.	.
.	TDT	ENSG00000134982	APC	324	5q22.2	0.999999927739402	0	0.846141480045262	0.222	.	.	.	.	.	.	.	.
x	Denovo	ENSG00000177030	DEAF1	10522	11p15.5	0.000193157379315308	3	0.362408849099984	0.665	x	x	Rare Single Gene Mutation, Syndromic	2S	confirmed|probable	monoallelic|biallelic	dominant negative|loss of function	Brain/Cognition
.	TDT	ENSG00000169851	PCDH7	5099	4p15.1	.	1	0.768032824700455	0.232	.	.	.	.	.	.	.	.
.	TDT	ENSG00000090863	GLG1	2734	16q23.1	0.997711423693009	0	0.838263109874966	0.204	.	.	.	.	.	.	.	.
.	TDT	ENSG00000100330	MTMR3	8897	22q12.2	0.994951612157603	0	0.545867799547503	0.274	.	.	.	.	.	.	.	.
.	TDT	ENSG00000113649	TCERG1	10915	5q32	0.999962712136281	0	0.818496847464957	0.69	.	.	.	.	.	.	.	.
.	TDT	ENSG00000144635	DYNC1LI1	51143	3p22.3	0.977918890005446	1	0.564060124076559	0.316	.	.	.	.	.	.	.	.
.	TDT	ENSG00000127946	HIP1	3092	7q11.23	0.999681016475132	1	0.457128590365608	0.288	.	.	.	.	.	.	.	.
.	TDT	ENSG00000148835	TAF5	6877	10q24.33	0.999555180536955	0	0.167239464780135	0.468	.	.	.	.	.	.	.	.
.	TDT	ENSG00000023892	DEF6	50619	6p21.31	0.976824149100722	0	0.0601166184358159	0.01	.	.	.	.	.	.	.	.
.	TDT	ENSG00000147650	LRP12	29967	8q22.3	0.969751548793752	0	0.440028381565055	0.214	.	.	.	.	.	.	.	.
.	TDT	ENSG00000105426	PTPRS	5802	19p13.3	0.760915060454347	0	0.606246744169131	0.492	.	.	.	.	.	.	.	.
.	TDT	ENSG00000115504	EHBP1	23301	2p15	0.999748961950681	1	0.678710429463634	0.168	.	.	.	.	.	.	.	.
.	TDT	ENSG00000160753	RUSC1	23623	1q22	0.949429117518656	1	0.504771241965206	0.404	.	.	.	.	.	.	.	.
.	Denovo,TDT	ENSG00000167971	CASKIN1	57524	16p13.3	0.999956295373995	0	0.299194365300544	0.452	.	.	.	.	.	.	.	.
.	TDT	ENSG00000114541	FRMD4B	23150	3p14.1	0.807013707732818	1	0.41418484326942	0.078	.	.	.	.	.	.	.	.
.	TDT	ENSG00000198642	KLHL9	55958	9p21.3	0.988339534912071	1	0.803472132197338	0.28	.	.	.	.	.	.	.	.
.	TDT	ENSG00000176208	ATAD5	79915	17q11.2	0.999999945408971	0	0.267601753594444	0.284501061571125	.	.	.	.	.	.	.	.
x	TDT	ENSG00000153201	RANBP2	5903	2q12.3	0.999999998507193	0	0.370567746447918	0.656	.	.	.	.	possible	monoallelic	all missense/in frame	Brain/Cognition
.	TDT	ENSG00000137710	RDX	5962	11q22.3	0.998954589256721	1	0.782203561716595	0.036	.	.	.	.	.	.	.	.
.	Denovo	ENSG00000106290	TAF6	6878	7q22.1	0.00067416521660161	4	0.280550347556673	0.51	.	.	Rare Single Gene Mutation	2	.	.	.	.
.	TDT	ENSG00000198785	GRIN3A	116443	9q31.1	0.123333065136569	1	0.484835145239567	0.562	.	.	.	.	.	.	.	.
.	Denovo	ENSG00000196511	TPK1	27010	7q35	0.0282545792431748	3	0.0580353678238817	0.24	.	.	.	.	.	.	.	.
x	Denovo	ENSG00000171862	PTEN	5728	10q23.31	0.975506865848027	2	0.570033447284236	0.973958333333333	x	x	Rare Single Gene Mutation, Syndromic, Functional	1	confirmed	monoallelic|mosaic	loss of function|uncertain	Skin,Skeleton,Brain/Cognition
x	Denovo	ENSG00000151623	NR3C2	4306	4q31.23	0.925088552607185	1	0.0646428216928139	0.928	.	.	Rare Single Gene Mutation, Syndromic	2S	.	.	.	.
x	Denovo	ENSG00000080298	RFX3	5991	9p24.2	0.999773274384127	0	0.59123656774465	0.776	x	x	Rare Single Gene Mutation	1	.	.	.	.
x	Denovo	ENSG00000152217	SETBP1	26040	18q12.3	0.999002929381036	0	0.61271479485028	0.64	.	x	Rare Single Gene Mutation, Syndromic	1	confirmed	monoallelic	activating|loss of function	Face,Skeleton,Brain/Cognition
x	Denovo	ENSG00000081189	MEF2C	4208	5q14.3	0.00424617418418377	3	0.179953074256832	0.502	.	x	Rare Single Gene Mutation, Syndromic, Genetic Association, Functional	3S	confirmed	monoallelic	loss of function	Face,Brain/Cognition
x	Denovo	ENSG00000108557	RAI1	10743	17p11.2	0.999136111876994	0	0.454375142548508	0.928	x	x	Rare Single Gene Mutation, Syndromic	1	confirmed	monoallelic	loss of function	Face,Skeleton,Brain/Cognition
x	Denovo	ENSG00000146872	TLK2	11011	17q23.2	0.999999805897045	0	0.365385967942719	0.878	x	x	Rare Single Gene Mutation, Syndromic	1	confirmed	monoallelic	loss of function	
x	Denovo	ENSG00000157103	SLC6A1	6529	3p25.3	0.999301879165817	0	0.722578287594608	1	x	x	Rare Single Gene Mutation, Syndromic, Genetic Association	1	confirmed	monoallelic	loss of function	Brain/Cognition
.	Denovo	ENSG00000142235	LMTK3	114783	19q13.33	.	0	0.199303548356592	0.54	.	.	.	.	.	.	.	.
x	Denovo	ENSG00000162105	SHANK2	22941	11q13.3-q13.4	0.999920169615752	2	0.880222946766292	0.916201117318436	x	x	Rare Single Gene Mutation, Syndromic, Genetic Association, Functional	1	probable	monoallelic	loss of function	Brain/Cognition
.	Denovo	ENSG00000136158	SPRY2	10253	13q31.1	0.930516838339553	1	0.259915008074117	0.072	.	.	.	.	.	.	.	.
x	Denovo	ENSG00000149571	KIRREL3	84623	11q24.2	0.977505780991965	1	0.256197593343856	0.948	.	.	Rare Single Gene Mutation	2	possible	monoallelic	all missense/in frame	Brain/Cognition
x	Denovo	ENSG00000114861	FOXP1	27086	3p13	0.999750735055125	0	0.577027363064304	1	x	x	Rare Single Gene Mutation, Syndromic, Genetic Association, Functional	1	confirmed	monoallelic	loss of function	Brain/Cognition
.	Denovo	ENSG00000095951	HIVEP1	3096	6p24.1	0.999986917229393	0	0.357072159201637	0.778	.	.	.	.	.	.	.	.
x	Denovo	ENSG00000160551	TAOK1	57551	17q11.2	0.999999739283145	1	0.745844339487236	0.31	x	x	.	.	confirmed	monoallelic	loss of function	Brain/Cognition
.	Denovo	ENSG00000089327	FXYD5	53827	19q13.12	0.464175278334183	5	0.0791525580285455	0.01	.	.	.	.	.	.	.	.
x	Denovo	ENSG00000135316	SYNCRIP	10492	6q14.3	0.999378591415277	0	0.500120276093507	0.738	.	x	Rare Single Gene Mutation	3	probable	monoallelic	loss of function	
.	Denovo	ENSG00000182934	SRPRA	6734	11q24.2	0.992611253840392	1	0.275693425098662	0.238	.	.	.	.	.	.	.	.
.	Denovo	ENSG00000165185	KIAA1958	158405	9q32	0.0490021397440159	3	0.258826916484667	0.022	.	.	.	.	.	.	.	.
.	Denovo	ENSG00000148357	HMCN2	256158	9q34.11	.	5	0.0608941645089499	0	.	.	.	.	.	.	.	.
.	Denovo	ENSG00000141519	CCDC40	55036	17q25.3	6.32159262183706e-11	4	0.302328891434202	0.008	.	.	.	.	confirmed	biallelic	loss of function	
x	Denovo	ENSG00000134138	MEIS2	4212	15q14	0.994254955106549	0	0.422640250873383	0.412	.	x	Rare Single Gene Mutation, Syndromic	1	probable	monoallelic	loss of function	
x	Denovo	ENSG00000174672	BRSK2	9024	11p15.5	0.779570081093511	1	0.512130218323959	0.874	x	x	Rare Single Gene Mutation, Syndromic	1	probable	monoallelic	loss of function	Brain/Cognition
x	Denovo	ENSG00000141431	ASXL3	80816	18q12.1	0.999977048473461	0	0.684577144030531	0.906593406593407	x	x	Rare Single Gene Mutation, Syndromic	1	probable	monoallelic	loss of function	Face,Brain/Cognition
.	Denovo	ENSG00000081138	CDH7	1005	18q22.1	0.763007122581869	1	0.195414700149149	0.302	.	.	.	.	.	.	.	.
.	Denovo	ENSG00000185800	DMWD	1762	19q13.32	0.00790211300454926	2	0.258750352001636	0.24	.	.	.	.	.	.	.	.
x	Denovo	ENSG00000146247	PHIP	55023	6q14.1	0.999999947701654	0	0.499720856784544	0.35	.	x	Rare Single Gene Mutation, Syndromic	1	confirmed	monoallelic	loss of function	Face,Brain/Cognition
.	Denovo	ENSG00000170315	UBB	7314	17p11.2	0.620802082419808	8	0.461567326859293	0.01	.	.	.	.	.	.	.	.
x	Denovo	ENSG00000110066	KMT5B	51111	11q13.2	0.999930189531327	0	0.730274738447483	1	x	x	Rare Single Gene Mutation, Syndromic	1	confirmed	monoallelic	loss of function	Brain/Cognition
x	Denovo	ENSG00000165699	TSC1	7248	9q34.13	0.999978334212389	0	0.389667197757565	0.438	.	.	Rare Single Gene Mutation, Syndromic	1	confirmed	monoallelic	loss of function	Skin,Kidney Renal Tract,Brain/Cognition
.	Denovo	ENSG00000105357	MYH14	79784	19q13.33	0.999847921380196	1	0.0554199283009781	0.012	.	.	.	.	.	.	.	.
x	Denovo	ENSG00000101126	ADNP	23394	20q13.13	0.9989040999292	0	0.720689372877106	0.994708994708995	x	x	Rare Single Gene Mutation, Syndromic, Functional	1	confirmed	monoallelic	loss of function	Brain/Cognition
x	Denovo	ENSG00000148737	TCF7L2	6934	10q25.2-q25.3	0.98960502908944	1	0.303399183250577	0.672	.	x	Rare Single Gene Mutation	2	probable	monoallelic	loss of function	
x	Denovo	ENSG00000196712	NF1	4763	17q11.2	0.999999845570262	1	0.353263829816025	0.644	x	x	Rare Single Gene Mutation, Syndromic, Genetic Association	1	confirmed	monoallelic	loss of function	Skin,Spinal cord/Peripheral nerves,Brain/Cognition
x	Denovo	ENSG00000171587	DSCAM	1826	21q22.2	0.99999999983846	0	0.464362945656457	0.982142857142857	.	.	Rare Single Gene Mutation, Genetic Association	1	.	.	.	.
.	Denovo	ENSG00000107164	FUBP3	8939	9q34.12-q34.11	0.86267942485269	1	0.215432515671002	0.046	.	.	.	.	.	.	.	.
.	Denovo	ENSG00000119574	ZBTB45	84878	19q13.43	0.0266369804255781	6	0.22967431757733	0.064	.	.	.	.	.	.	.	.
x	Denovo	ENSG00000103197	TSC2	7249	16p13.3	0.999999983432509	0	0.287072935542376	0.38	x	x	Rare Single Gene Mutation, Syndromic, Genetic Association	1	confirmed	monoallelic	loss of function	Skin,Kidney Renal Tract,Brain/Cognition
.	Denovo	ENSG00000077097	TOP2B	7155	3p24.2	0.99731109311551	0	0.40000708588111	0.598	.	.	.	.	.	.	.	.
x	Denovo	ENSG00000110395	CBL	867	11q23.3	0.00678735718516732	2	0.544912159821051	0.241304347826087	.	x	.	.	confirmed	monoallelic	activating	Skin,Skeleton,Brain/Cognition,Heart/Cardiovasculature/Lymphatic
.	Denovo	ENSG00000064419	TNPO3	23534	7q32.1	0.00138920147813071	2	0.296595110547112	0.860759493670886	.	.	.	.	.	.	.	.
x	Denovo	ENSG00000184156	KCNQ3	3786	8q24.22	0.985604293672352	1	0.317319550228187	0.872	x	x	Rare Single Gene Mutation, Genetic Association	2	confirmed	monoallelic	all missense/in frame	
x	Denovo	ENSG00000157388	CACNA1D	776	3p21.1	0.99999999998943	0	0.299320399366595	0.964467005076142	.	.	Rare Single Gene Mutation, Syndromic, Genetic Association, Functional	2	probable	biallelic|monoallelic	loss of function|activating	Endocrine/Metabolic,Brain/Cognition
x	Denovo	ENSG00000251322	SHANK3	85358	22q13.33	0.999839619981909	0	0.39588707133294	0.896	x	x	Rare Single Gene Mutation, Syndromic, Genetic Association, Functional	1	probable	monoallelic	loss of function	Brain/Cognition
x	Denovo	ENSG00000049618	ARID1B	57492	6q25.3	0.999949930200412	0	0.828649223705414	0.984293193717278	x	x	Rare Single Gene Mutation, Syndromic	1	confirmed	monoallelic	loss of function	Skin,Skeleton,Brain/Cognition
x	Denovo	ENSG00000144285	SCN1A	6323	2q24.3	0.999999999535395	0	0.71461571460816	0.944	.	x	Rare Single Gene Mutation, Syndromic, Genetic Association	1	confirmed	monoallelic	loss of function	Brain/Cognition
x	Denovo	ENSG00000116539	ASH1L	55870	1q22	0.999999999999834	0	0.826435906565209	1	x	x	Rare Single Gene Mutation, Syndromic	1	probable	monoallelic	all missense/in frame	Brain/Cognition
.	Denovo	ENSG00000101489	CELF4	56853	18q12.2	0.974364730195216	0	0.823321732964216	0.416	.	.	Rare Single Gene Mutation, Functional	2	.	.	.	.
x	Denovo	ENSG00000100888	CHD8	57680	14q11.2	0.999999999998095	0	0.716347372373926	1	x	x	Rare Single Gene Mutation, Functional	1	probable	monoallelic	loss of function	Brain/Cognition
x	Denovo	ENSG00000009307	CSDE1	7812	1p13.2	0.999951563731616	0	0.52708833602243	0.96	.	.	.	.	.	.	.	.
.	Denovo	ENSG00000188827	SLX4	84464	16p13.3	8.90319772055342e-08	4	0.168980812922873	0.058	.	.	.	.	confirmed	biallelic	loss of function	Bone Marrow/Immune,Skeleton,Brain/Cognition
.	Denovo	ENSG00000170584	NUDCD2	134492	5q34	0.000812082193063064	6	0.113547853754959	0.008	.	.	Rare Single Gene Mutation	2	.	.	.	.
x	Denovo	ENSG00000145362	ANK2	287	4q25-q26	0.999999999999808	0	0.781349470668933	0.988372093023256	x	x	Rare Single Gene Mutation	1	possible	monoallelic	loss of function	Brain/Cognition
.	Denovo	ENSG00000050344	NFE2L3	9603	7p15.2	1.09962052794343e-07	7	0.142110621057197	0.198	.	.	Rare Single Gene Mutation	2	.	.	.	.
.	Denovo	ENSG00000100983	GSS	2937	20q11.22	0.0225186832470012	4	0.227724665379021	0.234	.	.	.	.	.	.	.	.
x	Denovo	ENSG00000179915	NRXN1	9378	2p16.3	0.999948738356297	0	0.907935282764287	0.988235294117647	.	.	Rare Single Gene Mutation, Syndromic, Genetic Association	1	probable	monoallelic|biallelic	loss of function	Brain/Cognition
x	Denovo	ENSG00000139613	SMARCC2	6601	12q13.2	0.999999989058527	0	0.835950658523248	0.818181818181818	x	x	Rare Single Gene Mutation, Syndromic, Functional	1	probable	monoallelic	loss of function	Brain/Cognition
x	Denovo	ENSG00000143442	POGZ	23126	1q21.3	0.999999128125461	0	0.748426112129549	0.995049504950495	x	x	Rare Single Gene Mutation, Syndromic	1	confirmed	monoallelic	loss of function	Brain/Cognition
x	Denovo	ENSG00000163625	WDFY3	23001	4q21.23	1	0	0.614337053592132	0.994736842105263	x	x	Rare Single Gene Mutation, Syndromic, Functional	1	probable	monoallelic	loss of function	Brain/Cognition
.	Denovo	ENSG00000104880	ARHGEF18	23370	19p13.2	0.90836751633667	2	0.244898060547028	0.35	.	.	.	.	.	.	.	.
.	Denovo	ENSG00000197324	LRP10	26020	14q11.2	0.000211411030039288	4	0.113426948698921	0.028	.	.	.	.	.	.	.	.
.	Denovo	ENSG00000072518	MARK2	2011	11q13.1	0.999900854654153	0	0.165139477144363	0.74	x	x	.	.	.	.	.	.
x	Denovo	ENSG00000118058	KMT2A	4297	11q23.3	1	0	0.819152295196121	0.41025641025641	x	x	Rare Single Gene Mutation, Syndromic	1	confirmed	monoallelic	loss of function	Skin,Skeleton,Brain/Cognition
.	Denovo	ENSG00000130811	EIF3G	8666	19p13.2	0.983422491559563	1	0.0972209502949132	0.454	.	.	Rare Single Gene Mutation	3	.	.	.	.
x	Denovo	ENSG00000153827	TRIP12	9320	2q36.3	0.999999999999483	0	0.594546054128032	1	.	x	Rare Single Gene Mutation, Syndromic	1	confirmed	monoallelic	loss of function	
x	Denovo	ENSG00000181090	EHMT1	79813	9q34.3	0.99999990401202	0	0.236545624253016	0.606	.	x	Rare Single Gene Mutation, Syndromic	1	confirmed	monoallelic	loss of function	Face,Brain/Cognition,Heart/Cardiovasculature/Lymphatic
x	Denovo	ENSG00000136854	STXBP1	6812	9q34.11	0.999882943227088	0	0.852019604550857	0.618	x	x	Rare Single Gene Mutation, Syndromic, Functional	1	confirmed	monoallelic	loss of function	Brain/Cognition
x	Denovo	ENSG00000157540	DYRK1A	1859	21q22.13	0.999584541726647	0	0.734816815832918	1	x	x	Rare Single Gene Mutation, Syndromic, Functional	1	confirmed	monoallelic	loss of function	Face,Brain/Cognition
.	Denovo	ENSG00000058262	SEC61A1	29927	3q21.3	0.995608071830047	1	0.174863293800733	0.154	.	.	.	.	possible	monoallelic	all missense/in frame	Bone Marrow/Immune,Kidney Renal Tract
x	Denovo	ENSG00000166147	FBN1	2200	15q21.1	1	0	0.134177203742821	0.712	.	x	Rare Single Gene Mutation	2	confirmed|possible	monoallelic	dominant negative|all missense/in frame|loss of function	Skeleton,Eye,Heart/Cardiovasculature/Lymphatic
.	Denovo	ENSG00000135686	KLHL36	79786	16q24.1	0.939925902191205	1	0.0856974060626244	0.024	.	.	.	.	.	.	.	.
.	Denovo	ENSG00000154118	JPH3	57338	16q24.2	0.986177997424036	0	0.543454567917553	0.746	.	.	.	.	.	.	.	.
.	Denovo	ENSG00000117222	RBBP5	5929	1q32.1	0.995054147429424	0	0.265847975278778	0.642	.	.	.	.	.	.	.	.
x	Denovo	ENSG00000157741	UBN2	254048	7q34	0.998642622987556	0	0.803785490006008	0.78021978021978	.	.	Rare Single Gene Mutation	2	.	.	.	.
.	Denovo	ENSG00000167608	TMC4	147798	19q13.42	9.28942949249665e-09	5	0.111502117623032	.	.	.	.	.	.	.	.	.
.	Denovo	ENSG00000130699	TAF4	6874	20q13.33	0.999487085673133	0	0.326230595220449	0.948	.	.	.	.	.	.	.	.
x	Denovo	ENSG00000119772	DNMT3A	1788	2p23.3	7.7278751608327e-45	8	0.509164644744208	0.96	x	x	Rare Single Gene Mutation, Syndromic, Genetic Association	1	confirmed|probable	monoallelic	loss of function|gain of function	Endocrine/Metabolic,Brain/Cognition|
