Strict	SPARK	Signif	GeneID	HGNC	CytoBand	ExACpLI	gnomADpLI	LoFOvsE	LOEUF	LOEUFbin	SynOvsE	sHet	Frisk	FriskRank	forecASD	SFARICategory	SFARIScore	SFARIScore201908	DDDCategory	DDDAllelic	DDDMutCons	DDDOrgan
x	x	x	ENSG00000124313	IQSEC2	Xp11.22	9.7539e-01	9.9998e-01	2.8106e-02	1.3300e-01	0	8.4547e-01	.	0.390339739334229	2750	0.334	Rare Single Gene Mutation, Syndromic, Functional	1	4S	confirmed	hemizygous	all missense/in frame	Brain/Cognition
x	.	x	ENSG00000119042	SATB2	2q33.1	9.9956e-01	9.9999e-01	0.0000e+00	9.1000e-02	0	1.0994e+00	0.354525682725486	0.134428536881253	10330	0.644	Rare Single Gene Mutation, Syndromic, Genetic Association	3S	4S	confirmed	monoallelic	loss of function	Face,Brain/Cognition|Face,Skeleton,Brain/Cognition
x	x	x	ENSG00000108557	RAI1	17p11.2	9.9914e-01	1.0000e+00	3.6788e-02	1.1600e-01	0	1.1693e+00	0.0123282947007334	0.454375142548508	2084	0.928	Rare Single Gene Mutation, Syndromic	1	3S	confirmed	monoallelic	loss of function	Face,Skeleton,Brain/Cognition
.	x	.	ENSG00000061676	NCKAP1	2q32.1	1.0000e+00	1.0000e+00	0.0000e+00	4.4000e-02	0	9.8000e-01	0.523562723165115	0.726832313745047	412	0.961748633879781	Rare Single Gene Mutation	1	2	.	.	.	.
x	x	x	ENSG00000103197	TSC2	16p13.3	1.0000e+00	1.0000e+00	2.3406e-02	7.4000e-02	0	1.4820e+00	0.0962554589935891	0.287072935542376	4631	0.38	Rare Single Gene Mutation, Syndromic, Genetic Association	1	3S	confirmed	monoallelic	loss of function	Skin,Kidney Renal Tract,Brain/Cognition
x	x	.	ENSG00000142599	RERE	1p36.23	1.0000e+00	1.0000e+00	4.6333e-02	1.2000e-01	0	1.1838e+00	0.0488384965402279	0.630201633948429	840	0.712	Rare Single Gene Mutation, Syndromic, Genetic Association	1	4S	confirmed	monoallelic	loss of function	Kidney Renal Tract,Face,Brain/Cognition,Genitalia,Ear,Heart/Cardiovasculature/Lymphatic
x	.	x	ENSG00000166147	FBN1	15q21.1	1.0000e+00	1.0000e+00	1.8895e-02	4.9000e-02	0	9.8832e-01	0.31543785458439	0.134177203742821	10344	0.712	Rare Single Gene Mutation	2	3	confirmed|possible	monoallelic	dominant negative|all missense/in frame|loss of function	Skeleton,Eye,Heart/Cardiovasculature/Lymphatic
x	x	.	ENSG00000153234	NR4A2	2q22-q23	9.9143e-01	9.9959e-01	0.0000e+00	1.3300e-01	0	9.9065e-01	0.241622722878938	0.427846859112215	2355	0.71	Rare Single Gene Mutation	1	4	probable	monoallelic	loss of function	
x	x	x	ENSG00000163625	WDFY3	4q21.23	1.0000e+00	1.0000e+00	3.7990e-02	7.1000e-02	0	1.0172e+00	0.149232541715773	0.614337053592132	909	0.994736842105263	Rare Single Gene Mutation, Syndromic, Functional	1	2	probable	monoallelic	loss of function	Brain/Cognition
x	.	.	ENSG00000138411	HECW2	2q32.3	1.0000e+00	9.9970e-01	1.6135e-01	2.5700e-01	0	9.4650e-01	0.0491533623061039	0.1441755217856	9829	0.378	Rare Single Gene Mutation, Syndromic	2	3	confirmed	monoallelic	all missense/in frame	Brain/Cognition
.	.	.	ENSG00000149571	KIRREL3	11q24.2	9.7751e-01	9.6992e-01	1.6088e-01	3.1800e-01	1	9.3521e-01	0.052871722305879	0.256197593343856	5538	0.948	Rare Single Gene Mutation	2	3	possible	monoallelic	all missense/in frame	Brain/Cognition
x	.	.	ENSG00000087191	PSMC5	17q23.3	9.6957e-01	9.3308e-01	1.3746e-01	3.5500e-01	1	1.0496e+00	0.119689795492887	0.342916079739585	3462	0.604	.	.	.	probable	monoallelic	all missense/in frame	
x	.	.	ENSG00000109118	PHF12	17q11.2	9.9996e-01	1.0000e+00	4.2754e-02	1.3500e-01	0	8.3347e-01	0.435754211261724	0.238083134930303	6154	0.712	.	.	.	probable	monoallelic	loss of function	
x	x	x	ENSG00000100393	EP300	22q13.2	1.0000e+00	1.0000e+00	4.9966e-02	9.9000e-02	0	1.4158e+00	0.200487242335859	0.634953077536196	811	0.808	Rare Single Gene Mutation, Syndromic	1	4S	confirmed	monoallelic	loss of function	Face,Skeleton,Brain/Cognition
x	x	.	ENSG00000169375	SIN3A	15q24.2	1.0000e+00	1.0000e+00	1.4832e-02	7.0000e-02	0	9.8492e-01	0.531233530919097	0.435852297031576	2250	0.706	Rare Single Gene Mutation, Syndromic	1	4S	probable	monoallelic	loss of function	Face,Brain/Cognition
x	.	.	ENSG00000197694	SPTAN1	9q34.11	1.0000e+00	1.0000e+00	5.5885e-02	1.0100e-01	0	1.0686e+00	0.372496009071465	0.432014677763389	2287	0.514	.	.	.	probable	monoallelic	dominant negative	Brain/Cognition
x	x	x	ENSG00000165194	PCDH19	Xq22.1	9.7716e-01	9.9975e-01	0.0000e+00	1.2600e-01	0	1.0194e+00	0.161153270739647	0.710599994729375	487	0.406	Rare Single Gene Mutation, Syndromic, Functional	1	.	confirmed	x-linked over-dominance	loss of function	Brain/Cognition
x	.	.	ENSG00000113327	GABRG2	5q34	9.5854e-01	7.3852e-01	1.8958e-01	3.9900e-01	1	1.1020e+00	0.0881628365141871	0.595065295244134	1013	0.746	.	.	.	probable	monoallelic	loss of function	
x	x	.	ENSG00000125351	UPF3B	Xq24	9.3377e-01	9.8497e-01	9.2796e-02	2.9200e-01	1	1.0747e+00	.	0.686914089196777	593	0.717821782178218	Rare Single Gene Mutation, Syndromic	1	2S	confirmed	hemizygous	loss of function	Skeleton,Brain/Cognition
x	.	x	ENSG00000005302	MSL3	Xp22.2	9.4565e-01	9.9665e-01	0.0000e+00	1.7800e-01	0	8.9796e-01	0.218257233593355	0.24678576777518	5850	0.35	.	.	.	confirmed	x-linked dominant	loss of function	Brain/Cognition
.	x	.	ENSG00000179295	PTPN11	12q24.13	9.9988e-01	9.9998e-01	2.8439e-02	1.3500e-01	0	9.0569e-01	0.200463269203164	0.620025086294008	886	0.392	Rare Single Gene Mutation, Syndromic	1	4S	confirmed	monoallelic	all missense/in frame|activating	Skeleton,Ear,Heart/Cardiovasculature/Lymphatic
.	.	.	ENSG00000165694	FRMD7	Xq26.2	9.1066e-01	7.2983e-01	1.8310e-01	4.1900e-01	1	9.6594e-01	0.0818617242474259	.	.	0.004	.	.	.	possible	hemizygous	loss of function	Brain/Cognition
x	.	.	ENSG00000143761	ARF1	1q42.13	8.1943e-01	8.9967e-01	0.0000e+00	4.0200e-01	1	1.0668e+00	0.226603832707418	0.655863914861133	726	0.263157894736842	.	.	.	probable	monoallelic	all missense/in frame	
x	.	.	ENSG00000184009	ACTG1	17q25.3	2.1856e-01	4.7837e-03	4.3460e-01	8.5800e-01	4	3.7328e+00	0.0323270767574676	0.428137926138737	2340	0.062	.	.	.	confirmed	monoallelic	all missense/in frame	Brain/Cognition,Eye
x	.	.	ENSG00000067715	SYT1	12q21.2	8.3718e-01	6.0038e-01	1.9727e-01	4.5100e-01	2	9.6965e-01	0.0657976962941637	0.798640999573625	160	0.892	.	.	.	probable	monoallelic	all missense/in frame	Brain/Cognition
x	.	.	ENSG00000160877	NACC1	19p13.13	9.6495e-01	9.9763e-01	0.0000e+00	1.6900e-01	0	9.6634e-01	0.205696223677794	0.154246588777114	9398	0.7	Rare Single Gene Mutation, Syndromic	3S	4S	confirmed	monoallelic	activating	Eye,Brain/Cognition
x	.	.	ENSG00000127152	BCL11B	14q32.2	9.2979e-01	9.8881e-01	8.9479e-02	2.8200e-01	1	1.1019e+00	0.114366263067908	0.788476332297209	191	0.714	.	.	.	probable	monoallelic	loss of function	
x	.	.	ENSG00000172354	GNB2	7q22.1	9.8924e-01	9.8876e-01	5.5767e-02	2.6500e-01	0	1.3336e+00	0.230103476940339	0.36352272085452	3111	0.562	.	.	.	probable	monoallelic	all missense/in frame	
x	.	.	ENSG00000179950	PUF60	8q24.3	8.4932e-01	9.9677e-01	7.7845e-02	2.4500e-01	0	1.2410e+00	0.0348222305314723	0.126565260836748	10749	0.568	.	.	.	confirmed	monoallelic	loss of function	
x	.	.	ENSG00000174579	MSL2	3q22.3	8.8966e-01	6.2406e-01	1.8592e-01	4.8100e-01	2	1.2689e+00	0.117456631651004	0.207388745628631	7212	0.95	.	.	.	probable	monoallelic	loss of function	
x	.	.	ENSG00000128573	FOXP2	7q31.1	9.9618e-01	9.9994e-01	1.1083e-01	2.1900e-01	0	1.1067e+00	0.0268960985564704	0.362281322841594	3127	0.564	Rare Single Gene Mutation, Genetic Association	2	3	probable	monoallelic	loss of function	Brain/Cognition
x	.	.	ENSG00000166206	GABRB3	15q12	9.9707e-01	9.5138e-01	1.3198e-01	3.4100e-01	1	1.0904e+00	0.248901911394846	0.813255704274867	123	0.988826815642458	Rare Single Gene Mutation, Genetic Association	2	2	confirmed	monoallelic	all missense/in frame	Brain/Cognition
x	.	.	ENSG00000127616	SMARCA4	19p13.2	1.0000e+00	1.0000e+00	1.1662e-02	5.5000e-02	0	1.1188e+00	0.355063294106702	0.476814100077965	1848	0.928	Rare Single Gene Mutation, Syndromic	2	3	confirmed	monoallelic	loss of function	Skeleton,Brain/Cognition,Cancer predisposition
x	.	.	ENSG00000141367	CLTC	17q23.1	1.0000e+00	1.0000e+00	4.5332e-02	1.0400e-01	0	8.8248e-01	0.244067523672458	0.738410477583894	363	0.402	.	.	.	probable	monoallelic	loss of function	Brain/Cognition
x	.	.	ENSG00000179456	ZBTB18	1q44	9.7012e-01	9.9658e-01	0.0000e+00	1.7900e-01	0	1.0336e+00	0.22932711213288	0.222011016054195	6689	0.486	.	.	.	confirmed	monoallelic	loss of function	
x	x	.	ENSG00000188994	ZNF292	6q14.3	9.9998e-01	1.0000e+00	7.4664e-02	1.4000e-01	0	1.1226e+00	0.138705545505607	0.692673677019183	571	0.764	Rare Single Gene Mutation	1	4	probable	monoallelic	loss of function	
.	.	.	ENSG00000196220	SRGAP3	3p25.3	1.0000e+00	9.9970e-01	1.2934e-01	2.4300e-01	0	1.0957e+00	0.279585279915766	0.73632930842558	373	0.982	Rare Single Gene Mutation	3	4	possible	monoallelic	loss of function	Brain/Cognition
x	.	.	ENSG00000198218	QRICH1	3p21.31	9.9607e-01	9.9576e-01	1.3090e-01	2.7500e-01	1	1.0458e+00	0.124955620321106	0.256105659768287	5544	0.872	Rare Single Gene Mutation	3	4	confirmed	monoallelic	loss of function	Face,Brain/Cognition
x	.	.	ENSG00000068024	HDAC4	2q37.3	9.9999e-01	1.0000e+00	0.0000e+00	5.2000e-02	0	1.1872e+00	0.252436808053687	0.245058714870151	5902	0.708	Rare Single Gene Mutation, Syndromic, Genetic Association	3S	.	confirmed	monoallelic	loss of function	Skeleton,Brain/Cognition
x	.	.	ENSG00000065883	CDK13	7p14.1	7.5125e-01	9.0753e-01	1.9587e-01	3.2400e-01	1	1.1186e+00	0.0461223260463273	0.612408957208426	921	0.432	.	.	.	confirmed	monoallelic	all missense/in frame	Brain/Cognition,Heart/Cardiovasculature/Lymphatic
x	.	.	ENSG00000168298	HIST1H1E	6p22.2	.	1.8608e-01	3.8718e-01	1.5930e+00	8	3.8327e+00	.	0.0688971670563541	14629	0.132	.	.	.	probable	monoallelic	loss of function	Skeleton,Brain/Cognition
x	x	x	ENSG00000147044	CASK	Xp11.4	9.9989e-01	1.0000e+00	0.0000e+00	7.3000e-02	0	9.9081e-01	0.0859749905494224	0.858481731163711	37	0.516	Rare Single Gene Mutation, Syndromic	1	4	confirmed	x-linked dominant|hemizygous	loss of function|uncertain|all missense/in frame	Face,Brain/Cognition,GI tract
x	.	.	ENSG00000176887	SOX11	2p25.2	3.4377e-01	8.5844e-01	9.2703e-02	4.4000e-01	2	1.3526e+00	.	0.484367917047804	1776	0.384	.	.	.	probable	monoallelic	all missense/in frame	Brain/Cognition
x	x	x	ENSG00000080603	SRCAP	16p11.2	1.0000e+00	1.0000e+00	4.8453e-02	9.6000e-02	0	1.1453e+00	0.0823093955282577	0.321420503770649	3868	0.764367816091954	Rare Single Gene Mutation	1	2	confirmed	monoallelic	dominant negative	Skeleton,Brain/Cognition
x	x	.	ENSG00000159140	SON	21q22.11	1.0000e+00	1.0000e+00	5.1624e-02	1.1800e-01	0	1.2091e+00	0.124509622513462	0.470766838093879	1928	0.556	.	.	.	confirmed	monoallelic	loss of function	Skeleton,Brain/Cognition
x	x	.	ENSG00000021574	SPAST	2p22.3	9.9707e-01	9.9939e-01	8.6800e-02	2.2400e-01	0	1.2702e+00	0.0771111110951531	0.758944419504277	296	0.972972972972973	Rare Single Gene Mutation	1	2	probable	monoallelic	all missense/in frame	
x	.	.	ENSG00000168280	KIF5C	2q23.1-q23.2	9.9952e-01	1.0000e+00	3.7254e-02	1.1700e-01	0	9.6077e-01	0.134879475003143	0.628470473522458	847	0.588	Rare Single Gene Mutation, Syndromic	3S	4S	probable	monoallelic	all missense/in frame	Brain/Cognition
x	.	.	ENSG00000127955	GNAI1	7q21.11	9.1753e-01	9.1125e-01	1.2050e-01	3.7900e-01	1	1.3366e+00	0.100630744057045	0.462762011163906	2003	0.646	.	.	.	confirmed	monoallelic	loss of function	
x	.	.	ENSG00000015171	ZMYND11	10p15.3	9.9996e-01	1.0000e+00	2.5252e-02	1.2000e-01	0	1.0484e+00	0.411576631613323	0.7709542455649	251	0.972	Rare Single Gene Mutation, Syndromic	2	3	probable	monoallelic	loss of function	Face,Brain/Cognition
x	.	.	ENSG00000070808	CAMK2A	5q32	9.9800e-01	9.9845e-01	1.0964e-01	2.5100e-01	0	9.0619e-01	0.112382380192178	0.142910069950751	9896	0.698	Rare Single Gene Mutation, Syndromic, Genetic Association, Functional	3S	4S	probable	monoallelic	loss of function	Brain/Cognition
x	.	.	ENSG00000111249	CUX2	12q24.11-q24.12	9.9966e-01	1.0000e+00	9.4949e-02	1.8700e-01	0	8.9754e-01	0.0878265453477592	0.346131123840635	3397	0.858	Rare Single Gene Mutation, Syndromic	3S	4S	probable	monoallelic	all missense/in frame	
x	.	.	ENSG00000189079	ARID2	12q12	1.0000e+00	1.0000e+00	3.7297e-02	9.6000e-02	0	1.1303e+00	0.225705316301462	0.309733290237093	4113	0.57	Rare Single Gene Mutation, Syndromic	3S	.	probable	monoallelic	loss of function	
x	x	.	ENSG00000126705	AHDC1	1p36.11-p35.3	9.9943e-01	1.0000e+00	0.0000e+00	7.6000e-02	0	1.0332e+00	0.223051423899391	0.591875667417438	1037	0.734	Rare Single Gene Mutation, Syndromic	1	3S	confirmed	monoallelic	loss of function	Brain/Cognition
.	.	.	ENSG00000156113	KCNMA1	10q22.3	9.9922e-01	9.9731e-01	1.6272e-01	2.7600e-01	1	1.1800e+00	0.0831383133178124	0.355080767388651	3241	0.49	Rare Single Gene Mutation, Syndromic	3	4	possible	monoallelic	activating	Brain/Cognition
x	.	.	ENSG00000109685	NSD2	4p16.3	1.0000e+00	1.0000e+00	4.5949e-02	1.1900e-01	0	1.1382e+00	0.295208893660818	0.701191402042461	531	0.944	.	.	.	probable	monoallelic	loss of function	
x	.	.	ENSG00000068796	KIF2A	5q12.1	9.9934e-01	9.9998e-01	5.1499e-02	1.6200e-01	0	8.1685e-01	0.204982183086625	0.836251295692458	68	0.308	.	.	.	probable	monoallelic	dominant negative	Brain/Cognition
x	x	.	ENSG00000170004	CHD3	17p13.1	1.0000e+00	1.0000e+00	8.6585e-02	1.4700e-01	0	9.9763e-01	0.109065962795161	0.70161135065811	528	0.612	Rare Single Gene Mutation, Syndromic	1	4S	probable	monoallelic	all missense/in frame	Face,Brain/Cognition
x	.	.	ENSG00000005007	UPF1	19p13.11	9.9993e-01	1.0000e+00	7.1000e-02	1.6200e-01	0	1.0370e+00	0.151538055605003	0.306914162285207	4164	0.394	.	.	.	probable	monoallelic	loss of function	
x	.	.	ENSG00000121741	ZMYM2	13q12.11	9.7446e-01	6.6648e-01	2.1570e-01	3.3200e-01	1	9.0268e-01	0.0594680288750298	0.737696371342119	367	.	.	.	.	probable	monoallelic	loss of function	
x	x	.	ENSG00000005339	CREBBP	16p13.3	1.0000e+00	1.0000e+00	2.5349e-02	6.6000e-02	0	1.2587e+00	0.712744609368533	0.779113939152102	225	0.862	Rare Single Gene Mutation, Syndromic, Genetic Association	1	5	confirmed	monoallelic	loss of function	Skeleton,Brain/Cognition|Brain/Cognition
x	.	.	ENSG00000099381	SETD1A	16p11.2	1.0000e+00	1.0000e+00	5.9487e-02	1.3600e-01	0	1.2472e+00	0.304280384392774	0.157583207239331	9234	0.598	.	.	.	probable	monoallelic	loss of function	Brain/Cognition
x	.	.	ENSG00000137267	TUBB2A	6p25.2	.	9.3478e-01	7.6444e-02	3.6300e-01	1	1.0073e+00	.	0.470766838093879	1934	0.252	.	.	.	confirmed	monoallelic	all missense/in frame	Brain/Cognition
x	.	.	ENSG00000126464	PRR12	19q13.33	9.9997e-01	1.0000e+00	0.0000e+00	5.1000e-02	0	1.1726e+00	0.411560792665682	0.288733729822883	4590	0.32	Syndromic	S	S	probable	monoallelic	loss of function	Eye,Brain/Cognition
x	.	.	ENSG00000173175	ADCY5	3q21.1	9.8994e-01	9.9928e-01	1.3523e-01	2.5400e-01	0	9.9364e-01	0.0627443609320211	0.370415408191438	3004	0.846	Rare Single Gene Mutation	3	4	probable	monoallelic	all missense/in frame	
x	.	.	ENSG00000108055	SMC3	10q25.2	1.0000e+00	1.0000e+00	0.0000e+00	3.7000e-02	0	1.0578e+00	0.586267656274375	0.678399482937592	633	0.554	Rare Single Gene Mutation, Syndromic	3S	4S	confirmed	monoallelic	uncertain	Skeleton,Brain/Cognition
.	.	.	ENSG00000105409	ATP1A3	19q13.2	9.9999e-01	1.0000e+00	0.0000e+00	6.2000e-02	0	1.1018e+00	0.424257571834105	0.321161752929929	3875	0.332	Rare Single Gene Mutation, Syndromic, Functional	3S	4S	both RD and IF	monoallelic	all missense/in frame	Brain/Cognition
x	.	.	ENSG00000145864	GABRB2	5q34	9.4030e-01	8.4876e-01	1.6807e-01	3.8500e-01	1	1.1125e+00	0.0785210831935554	0.696465852363663	549	0.544	.	.	.	probable	monoallelic	all missense/in frame	Brain/Cognition
x	.	.	ENSG00000169750	RAC3	17q25.3	3.5442e-02	2.6125e-03	6.0379e-01	1.2660e+00	7	1.6907e+00	0.0191803594394593	0.145439448725806	9777	0.034	.	.	.	probable	monoallelic	all missense/in frame	Brain/Cognition
x	.	.	ENSG00000132507	EIF5A	17p13.1	8.9088e-01	7.3709e-01	1.1442e-01	5.4300e-01	2	1.3635e+00	0.236922508358581	0.226132060105453	6543	0.028	.	.	.	probable	monoallelic	loss of function	
x	.	.	ENSG00000092847	AGO1	1p34.3	1.0000e+00	1.0000e+00	0.0000e+00	5.7000e-02	0	1.0010e+00	0.487700595634226	0.242374214187162	6008	0.234	Rare Single Gene Mutation	2	3	probable	monoallelic	all missense/in frame	
x	.	.	ENSG00000119335	SET	9q34.11	9.6336e-01	9.9597e-01	0.0000e+00	1.8300e-01	0	1.1031e+00	0.286507974050064	0.693978713705764	564	0.304	Rare Single Gene Mutation	2	2	probable	monoallelic	loss of function	Brain/Cognition
x	.	.	ENSG00000042753	AP2S1	19q13.32	9.1950e-01	7.8518e-01	1.0592e-01	5.0200e-01	2	9.8822e-01	0.271186509291668	0.248950854445198	5769	0.444444444444444	.	.	.	probable	monoallelic	all missense/in frame	
x	.	.	ENSG00000110395	CBL	11q23.3	6.7874e-03	6.0921e-04	3.2193e-01	5.0300e-01	2	1.0599e+00	0.0253781727090236	0.544912159821051	1329	0.241304347826087	.	.	.	confirmed	monoallelic	activating	Skin,Skeleton,Brain/Cognition,Heart/Cardiovasculature/Lymphatic
x	.	.	ENSG00000100811	YY1	14q32.2	9.6783e-01	9.9380e-01	0.0000e+00	1.9800e-01	0	1.1960e+00	0.200227977868758	0.821818579531387	108	0.502	.	.	.	confirmed	monoallelic	uncertain	Brain/Cognition
x	.	.	ENSG00000175745	NR2F1	5q15	.	9.9482e-01	0.0000e+00	1.9100e-01	0	9.2454e-01	.	0.677527200329874	639	0.854	Rare Single Gene Mutation, Syndromic	3S	4S	confirmed	monoallelic	loss of function	Brain/Cognition,Eye
x	.	.	ENSG00000167658	EEF2	19p13.3	9.9452e-01	9.9995e-01	5.4534e-02	1.7200e-01	0	1.5346e+00	0.109674325625919	0.496991849503368	1671	0.238	.	.	.	probable	monoallelic	loss of function	
.	x	.	ENSG00000169992	NLGN2	17p13.1	9.9262e-01	9.9974e-01	0.0000e+00	1.2600e-01	0	9.7717e-01	0.241315777737078	0.335490200699466	3606	0.586	Rare Single Gene Mutation, Functional	1	4	.	.	.	.
x	x	.	ENSG00000157764	BRAF	7q34	9.9998e-01	9.9995e-01	9.9581e-02	2.0900e-01	0	1.0229e+00	0.166392406490572	0.168334846976735	8780	0.188	Rare Single Gene Mutation, Syndromic	1	.	confirmed	monoallelic	activating	Skin,Brain/Cognition,Heart/Cardiovasculature/Lymphatic
x	x	.	ENSG00000171316	CHD7	8q12.2	1.0000e+00	1.0000e+00	3.6285e-02	7.6000e-02	0	1.0416e+00	0.257032083402703	0.39800182396232	2669	0.422	Rare Single Gene Mutation, Syndromic	1	.	confirmed	monoallelic	loss of function	Skeleton,Brain/Cognition,Eye,Ear,Heart/Cardiovasculature/Lymphatic
x	.	.	ENSG00000150995	ITPR1	3p26.1	1.0000e+00	1.0000e+00	8.0881e-02	1.3400e-01	0	1.0886e+00	0.129426594211211	0.33879891952205	3546	0.672	Rare Single Gene Mutation	3	4	probable|confirmed	monoallelic|biallelic	loss of function|all missense/in frame|dominant negative	Brain/Cognition|Eye,Brain/Cognition|Brain/Cognition,Eye
x	.	.	ENSG00000126970	ZC4H2	Xq11.2	8.2585e-01	9.0752e-01	0.0000e+00	3.9000e-01	1	1.3161e+00	0.230429553750306	0.31615741629889	3986	0.04	.	.	.	confirmed	hemizygous|x-linked dominant	loss of function	Musculature,Skeleton,Brain/Cognition
x	x	.	ENSG00000153187	HNRNPU	1q44	9.9990e-01	1.0000e+00	2.3985e-02	1.1400e-01	0	1.2782e+00	0.232021495633248	0.476673973175017	1850	0.51	Rare Single Gene Mutation, Syndromic, Functional	1	4S	confirmed	monoallelic	loss of function	Brain/Cognition
x	.	.	ENSG00000165119	HNRNPK	9q21.32	9.9978e-01	9.9998e-01	0.0000e+00	9.6000e-02	0	1.1632e+00	0.352984553985263	0.543834435694856	1336	0.365800865800866	.	.	.	confirmed	monoallelic	loss of function	Kidney Renal Tract,Face,Multisystem,Eye,Brain/Cognition,Heart/Cardiovasculature/Lymphatic
x	.	.	ENSG00000102452	NALCN	13q32.3-q33.1	1.6900e-04	8.5243e-14	4.0247e-01	5.2200e-01	2	9.9132e-01	0.0226457952347294	0.411506958003864	2518	0.436	.	.	.	confirmed	monoallelic|biallelic	all missense/in frame|loss of function	Skeleton,Brain/Cognition
x	.	.	ENSG00000162599	NFIA	1p31.3	9.9956e-01	9.9959e-01	6.4017e-02	2.0200e-01	0	1.0132e+00	0.190519100609637	0.615703376764595	904	0.808	Rare Single Gene Mutation	3	4	probable	monoallelic	loss of function	Kidney Renal Tract,Brain/Cognition
x	.	.	ENSG00000142676	RPL11	1p36.11	7.2584e-01	9.6088e-01	0.0000e+00	2.9600e-01	1	1.3073e+00	0.091430797867942	0.426844738012389	2374	0.012	.	.	.	confirmed	monoallelic	loss of function	
x	x	.	ENSG00000132155	RAF1	3p25.2	9.9978e-01	8.5295e-01	1.8859e-01	3.5400e-01	1	9.9311e-01	0.216314582261307	0.45794710289965	2049	0.048	.	.	.	confirmed	monoallelic	activating	Skin,Skeleton,Brain/Cognition,Ear
.	.	.	ENSG00000196557	CACNA1H	16p13.3	7.5592e-01	4.7778e-10	3.7530e-01	5.0400e-01	2	1.6486e+00	0.0368018849006857	0.455475583330954	2072	0.64804469273743	Rare Single Gene Mutation	2	2	possible	monoallelic	all missense/in frame	Brain/Cognition
x	.	.	ENSG00000184304	PRKD1	14q12	2.1262e-05	6.6485e-07	4.1970e-01	6.2200e-01	3	1.0490e+00	0.0121575790848863	0.120926739347746	11070	0.438	.	.	.	confirmed	monoallelic	all missense/in frame	Brain/Cognition,Heart/Cardiovasculature/Lymphatic
x	.	.	ENSG00000105568	PPP2R1A	19q13.41	7.1960e-01	9.8389e-01	1.3253e-01	3.0300e-01	1	9.4414e-01	0.0438989980693442	0.646554444714193	754	0.286	.	.	.	confirmed	monoallelic	dominant negative	Brain/Cognition
x	.	x	ENSG00000147050	KDM6A	Xp11.3	9.9999e-01	1.0000e+00	7.0167e-02	1.6100e-01	0	9.9117e-01	0.17506547440666	0.345722671527761	3406	0.523076923076923	Rare Single Gene Mutation, Syndromic	2	2	confirmed	x-linked dominant	loss of function	Kidney Renal Tract,Face,Skeleton,Brain/Cognition
x	.	.	ENSG00000177189	RPS6KA3	Xp22.12	9.9991e-01	9.9999e-01	0.0000e+00	8.7000e-02	0	8.1084e-01	0.382203926945966	0.250572059045696	5721	0.848	Rare Single Gene Mutation, Syndromic	3S	4S	confirmed	hemizygous|x-linked dominant	loss of function	Face,Brain/Cognition
x	x	.	ENSG00000120071	KANSL1	17q21.31	9.9973e-01	9.9972e-01	1.2040e-01	2.3800e-01	0	1.0659e+00	0.120411244011221	.	.	0.534	.	.	.	confirmed	monoallelic	loss of function	Brain/Cognition
x	x	.	ENSG00000165671	NSD1	5q35.3	1.0000e+00	1.0000e+00	4.5197e-02	9.5000e-02	0	9.9567e-01	0.236632353787963	0.557785273139471	1252	0.472	Rare Single Gene Mutation, Syndromic	1	.	confirmed	monoallelic	loss of function|uncertain	Face,Skeleton,Brain/Cognition
x	x	.	ENSG00000148143	ZNF462	9q31.2	1.0000e+00	1.0000e+00	3.2888e-02	8.5000e-02	0	1.0754e+00	0.410522400681861	0.813582325297242	122	0.408	Rare Single Gene Mutation, Syndromic	1	4S	probable	monoallelic	loss of function	Face,Multisystem,Eye,Brain/Cognition
x	x	.	ENSG00000134532	SOX5	12p12.1	9.9940e-01	9.9995e-01	7.2808e-02	1.8800e-01	0	1.0214e+00	0.0448329578098284	0.174174369440576	8518	0.518	Rare Single Gene Mutation, Syndromic, Genetic Association	1	.	probable	monoallelic	loss of function	Brain/Cognition
x	.	.	ENSG00000006451	RALA	7p14.1	9.5037e-01	9.7289e-01	0.0000e+00	2.6900e-01	1	7.9873e-01	0.306604141119827	0.266585745084014	5206	0.03	Syndromic	S	S	probable	monoallelic	uncertain	Brain/Cognition
x	.	.	ENSG00000119396	RAB14	9q33.2	9.7348e-01	9.9047e-01	0.0000e+00	2.1400e-01	0	7.0228e-01	0.211201733132718	0.701435545322379	530	0.33	.	.	.	probable	monoallelic	all missense/in frame	
x	.	.	ENSG00000113721	PDGFRB	5q32	9.9864e-01	9.0410e-01	1.9624e-01	3.2500e-01	1	1.0799e+00	0.0600495973793096	0.167960911896036	8797	0.224	.	.	.	confirmed	monoallelic	activating	Musculature,Skin,Skeleton|
x	x	.	ENSG00000079432	CIC	19q13.2	9.9990e-01	9.9999e-01	8.0123e-02	1.8300e-01	0	1.2760e+00	0.154427570009269	0.401415991328322	2624	0.715789473684211	Rare Single Gene Mutation, Functional	1	2S	probable	monoallelic	loss of function	Brain/Cognition
x	.	.	ENSG00000102003	SYP	Xp11.23	6.1198e-01	9.1549e-01	8.1077e-02	3.8500e-01	1	1.1780e+00	0.167735203874889	0.250112604283429	5737	0.068	.	.	.	confirmed	hemizygous	loss of function	Brain/Cognition
x	x	.	ENSG00000198824	CHAMP1	13q34	9.8519e-01	9.9197e-01	8.6028e-02	2.7100e-01	1	1.1539e+00	0.25806480060408	0.452609722958823	2102	0.23	.	.	.	confirmed	monoallelic	loss of function	Brain/Cognition
